age,race,sex,priors_count,c_charge_degree,days_served,two_year_recid
50.0,0.0,1.0,1.0,0.0,0.62,0.0
47.0,1.0,1.0,3.0,0.0,13.11,0.0
24.0,0.0,1.0,3.0,0.0,0.25,1.0
44.0,0.0,1.0,0.0,0.0,2.24,0.0
36.0,1.0,1.0,5.0,0.0,3.68,0.0
41.0,0.0,0.0,0.0,0.0,0.59,0.0
22.0,0.0,1.0,3.0,0.0,8.76,1.0
33.0,0.0,1.0,5.0,1.0,5.83,1.0
26.0,1.0,1.0,7.0,0.0,18.03,1.0
51.0,1.0,0.0,0.0,0.0,1.02,0.0
23.0,0.0,1.0,3.0,0.0,44.01,1.0
22.0,1.0,1.0,2.0,1.0,24.86,1.0
30.0,0.0,1.0,2.0,1.0,18.18,0.0
25.0,1.0,1.0,0.0,1.0,0.83,0.0
20.0,1.0,1.0,0.0,0.0,0.64,0.0
31.0,0.0,1.0,7.0,0.0,77.94,1.0
30.0,0.0,1.0,1.0,0.0,0.91,0.0
38.0,0.0,1.0,5.0,0.0,1.23,0.0
44.0,1.0,0.0,4.0,0.0,5.07,1.0
58.0,1.0,1.0,0.0,1.0,0.61,0.0
37.0,0.0,0.0,0.0,1.0,0.82,0.0
27.0,1.0,1.0,0.0,1.0,-0.03,1.0
30.0,0.0,1.0,2.0,0.0,0.91,1.0
50.0,1.0,1.0,0.0,0.0,2.2,0.0
20.0,1.0,1.0,1.0,0.0,40.15,1.0
24.0,0.0,1.0,1.0,0.0,0.13,0.0
29.0,1.0,0.0,11.0,0.0,34.87,1.0
35.0,1.0,1.0,4.0,1.0,31.05,0.0
39.0,1.0,0.0,1.0,0.0,7.28,0.0
37.0,1.0,0.0,0.0,1.0,1.14,0.0
52.0,1.0,1.0,7.0,0.0,0.81,0.0
35.0,0.0,0.0,5.0,0.0,7.02,1.0
21.0,0.0,1.0,0.0,0.0,3.08,0.0
29.0,0.0,1.0,5.0,0.0,5.01,1.0
28.0,0.0,1.0,25.0,0.0,25.97,1.0
30.0,0.0,0.0,0.0,1.0,0.25,0.0
23.0,0.0,1.0,2.0,1.0,7.66,1.0
45.0,0.0,1.0,3.0,0.0,36.26,0.0
61.0,1.0,1.0,10.0,0.0,22.86,0.0
32.0,0.0,1.0,0.0,0.0,1.15,0.0
23.0,0.0,0.0,0.0,0.0,0.95,1.0
34.0,1.0,0.0,10.0,0.0,13.91,1.0
50.0,0.0,1.0,0.0,1.0,0.21,0.0
22.0,0.0,1.0,0.0,0.0,5.13,1.0
29.0,1.0,0.0,0.0,1.0,-0.47,0.0
31.0,0.0,1.0,4.0,0.0,0.93,1.0
44.0,1.0,1.0,1.0,1.0,0.99,0.0
22.0,0.0,1.0,8.0,0.0,39.29,1.0
46.0,0.0,1.0,2.0,0.0,9.31,1.0
20.0,1.0,1.0,0.0,1.0,0.88,1.0
33.0,1.0,1.0,1.0,0.0,0.9,0.0
25.0,0.0,0.0,1.0,0.0,13.0,0.0
22.0,0.0,0.0,0.0,0.0,1.09,0.0
29.0,0.0,1.0,6.0,0.0,35.83,1.0
33.0,0.0,1.0,6.0,1.0,0.9,0.0
35.0,0.0,1.0,1.0,0.0,0.92,0.0
26.0,0.0,1.0,3.0,0.0,0.97,1.0
29.0,0.0,1.0,17.0,0.0,15.21,1.0
27.0,0.0,1.0,3.0,1.0,1.14,0.0
37.0,0.0,1.0,7.0,0.0,1.23,0.0
24.0,0.0,1.0,0.0,1.0,0.74,0.0
30.0,1.0,1.0,1.0,1.0,0.12,1.0
42.0,0.0,1.0,7.0,0.0,1.9,1.0
21.0,1.0,1.0,5.0,0.0,1.68,1.0
42.0,0.0,0.0,1.0,0.0,0.83,0.0
20.0,0.0,1.0,0.0,0.0,3.9,0.0
55.0,1.0,1.0,1.0,0.0,33.06,1.0
33.0,0.0,1.0,4.0,0.0,1.01,1.0
39.0,1.0,1.0,1.0,0.0,1.18,0.0
38.0,1.0,0.0,0.0,1.0,0.97,0.0
52.0,1.0,0.0,0.0,0.0,0.59,0.0
33.0,0.0,1.0,2.0,0.0,258.83,0.0
49.0,1.0,1.0,3.0,0.0,34.9,1.0
33.0,0.0,1.0,4.0,1.0,17.06,1.0
21.0,1.0,1.0,0.0,0.0,0.77,0.0
24.0,0.0,1.0,1.0,1.0,0.86,1.0
39.0,0.0,1.0,0.0,0.0,0.09,0.0
21.0,0.0,1.0,0.0,1.0,1.7,0.0
42.0,1.0,0.0,0.0,1.0,0.82,0.0
27.0,0.0,0.0,2.0,0.0,4.04,1.0
50.0,1.0,1.0,10.0,0.0,0.86,0.0
37.0,0.0,1.0,5.0,1.0,6.45,1.0
22.0,1.0,1.0,0.0,0.0,2.81,1.0
27.0,0.0,1.0,4.0,0.0,1.02,1.0
29.0,0.0,1.0,0.0,1.0,1.69,1.0
61.0,1.0,1.0,0.0,1.0,6.17,0.0
29.0,1.0,1.0,0.0,1.0,0.83,0.0
28.0,1.0,1.0,1.0,0.0,1.18,0.0
33.0,1.0,1.0,0.0,0.0,0.69,1.0
26.0,0.0,1.0,5.0,0.0,27.16,1.0
37.0,0.0,1.0,2.0,0.0,0.94,1.0
33.0,0.0,1.0,8.0,0.0,2.8,0.0
45.0,1.0,1.0,5.0,0.0,1.01,1.0
59.0,1.0,1.0,2.0,1.0,6.75,1.0
35.0,1.0,1.0,0.0,1.0,0.15,0.0
65.0,1.0,0.0,1.0,0.0,-0.45,0.0
23.0,0.0,0.0,0.0,0.0,0.68,1.0
33.0,0.0,1.0,7.0,0.0,78.69,1.0
31.0,0.0,1.0,13.0,1.0,0.68,1.0
25.0,0.0,0.0,1.0,0.0,1.01,0.0
51.0,0.0,1.0,2.0,0.0,24.97,0.0
54.0,1.0,0.0,1.0,1.0,3.08,0.0
22.0,0.0,1.0,1.0,0.0,6.26,1.0
38.0,0.0,1.0,16.0,1.0,33.17,1.0
26.0,0.0,1.0,10.0,0.0,1.82,1.0
24.0,1.0,1.0,1.0,0.0,3.95,1.0
48.0,0.0,1.0,12.0,1.0,-0.45,0.0
22.0,0.0,1.0,0.0,1.0,1.08,1.0
27.0,0.0,1.0,2.0,0.0,1.08,1.0
53.0,0.0,1.0,2.0,0.0,7.71,1.0
24.0,1.0,0.0,9.0,1.0,8.88,1.0
31.0,0.0,1.0,15.0,1.0,4.73,1.0
37.0,0.0,0.0,0.0,0.0,1.28,0.0
27.0,0.0,1.0,14.0,0.0,1.64,1.0
34.0,1.0,0.0,0.0,0.0,31.25,1.0
30.0,0.0,1.0,9.0,0.0,1.24,1.0
26.0,0.0,0.0,4.0,0.0,0.81,1.0
36.0,0.0,1.0,16.0,1.0,1.12,1.0
22.0,0.0,1.0,3.0,0.0,7.92,1.0
30.0,0.0,1.0,11.0,0.0,117.14,0.0
21.0,0.0,1.0,0.0,0.0,7.05,1.0
30.0,1.0,1.0,5.0,0.0,2.86,1.0
24.0,1.0,0.0,0.0,1.0,23.79,0.0
23.0,0.0,1.0,1.0,0.0,2.34,0.0
30.0,0.0,0.0,4.0,0.0,1.87,0.0
37.0,0.0,1.0,0.0,0.0,0.97,0.0
23.0,1.0,1.0,0.0,1.0,1.12,0.0
28.0,1.0,0.0,6.0,1.0,30.87,1.0
46.0,0.0,1.0,2.0,1.0,3.8,0.0
37.0,1.0,1.0,3.0,0.0,6.92,0.0
25.0,0.0,1.0,21.0,0.0,117.76,1.0
25.0,1.0,1.0,9.0,0.0,54.13,0.0
66.0,1.0,1.0,1.0,1.0,19.32,0.0
39.0,0.0,1.0,0.0,0.0,18.07,0.0
39.0,1.0,0.0,8.0,0.0,31.85,1.0
23.0,0.0,1.0,2.0,1.0,3.97,1.0
44.0,0.0,1.0,11.0,0.0,1.16,1.0
47.0,1.0,0.0,0.0,1.0,0.83,0.0
48.0,1.0,1.0,0.0,0.0,33.08,0.0
24.0,0.0,0.0,0.0,0.0,0.97,1.0
30.0,0.0,1.0,18.0,1.0,1.14,1.0
31.0,0.0,1.0,16.0,0.0,52.93,1.0
56.0,0.0,1.0,31.0,0.0,0.23,1.0
30.0,1.0,1.0,1.0,0.0,1.09,0.0
63.0,0.0,1.0,3.0,1.0,220.15,0.0
26.0,0.0,1.0,0.0,1.0,1.07,0.0
46.0,0.0,1.0,3.0,0.0,2.09,0.0
44.0,1.0,0.0,0.0,1.0,0.76,0.0
32.0,1.0,1.0,3.0,0.0,120.97,0.0
53.0,0.0,1.0,6.0,0.0,0.95,0.0
22.0,0.0,1.0,1.0,0.0,0.19,1.0
30.0,0.0,1.0,17.0,0.0,4.05,1.0
27.0,0.0,1.0,0.0,1.0,2.73,0.0
56.0,1.0,0.0,10.0,0.0,41.03,1.0
19.0,0.0,0.0,1.0,0.0,434.0,1.0
29.0,1.0,1.0,3.0,0.0,1.01,1.0
26.0,1.0,1.0,0.0,1.0,0.61,0.0
47.0,0.0,0.0,21.0,1.0,21.89,1.0
41.0,0.0,1.0,7.0,1.0,1.66,0.0
47.0,1.0,0.0,28.0,0.0,117.75,1.0
49.0,0.0,1.0,4.0,1.0,35.83,0.0
23.0,0.0,1.0,2.0,0.0,0.59,0.0
56.0,0.0,1.0,1.0,0.0,1.2,0.0
24.0,1.0,0.0,1.0,0.0,1.05,0.0
62.0,0.0,1.0,3.0,1.0,1.81,1.0
24.0,1.0,0.0,1.0,0.0,3.26,0.0
24.0,0.0,0.0,3.0,0.0,1.01,1.0
50.0,1.0,1.0,9.0,0.0,424.95,1.0
23.0,0.0,1.0,5.0,0.0,1.05,1.0
39.0,1.0,1.0,6.0,0.0,0.9,0.0
70.0,1.0,1.0,11.0,0.0,13.0,1.0
43.0,0.0,0.0,9.0,1.0,2.0,0.0
20.0,0.0,1.0,1.0,1.0,0.9,1.0
22.0,0.0,1.0,0.0,1.0,0.79,1.0
24.0,0.0,1.0,2.0,0.0,0.96,1.0
24.0,1.0,0.0,0.0,0.0,0.76,0.0
27.0,0.0,1.0,17.0,0.0,1.14,1.0
26.0,0.0,1.0,1.0,0.0,1.13,0.0
63.0,1.0,1.0,2.0,0.0,3.07,0.0
24.0,1.0,1.0,1.0,1.0,1.13,1.0
49.0,0.0,1.0,13.0,0.0,0.72,0.0
49.0,1.0,1.0,1.0,0.0,20.93,1.0
25.0,1.0,0.0,2.0,1.0,1.05,1.0
41.0,1.0,1.0,1.0,0.0,62.37,0.0
44.0,1.0,1.0,0.0,0.0,1.68,1.0
29.0,0.0,0.0,3.0,0.0,0.95,0.0
39.0,1.0,1.0,3.0,0.0,1.24,1.0
23.0,0.0,1.0,1.0,1.0,27.04,1.0
26.0,0.0,0.0,1.0,1.0,0.75,0.0
39.0,1.0,1.0,1.0,0.0,14.95,0.0
25.0,1.0,0.0,5.0,0.0,0.33,0.0
21.0,0.0,1.0,2.0,1.0,35.98,1.0
21.0,1.0,1.0,0.0,0.0,0.1,0.0
54.0,0.0,1.0,9.0,1.0,1.01,0.0
29.0,0.0,0.0,0.0,0.0,0.91,0.0
28.0,1.0,0.0,7.0,0.0,6.81,1.0
40.0,1.0,1.0,1.0,1.0,1.66,0.0
37.0,1.0,1.0,0.0,1.0,0.99,0.0
28.0,1.0,1.0,5.0,0.0,20.91,1.0
22.0,0.0,1.0,0.0,1.0,1.03,0.0
46.0,0.0,1.0,3.0,1.0,20.6,1.0
48.0,0.0,1.0,0.0,1.0,1.16,0.0
27.0,0.0,1.0,1.0,0.0,1.74,1.0
38.0,0.0,1.0,14.0,0.0,56.16,0.0
23.0,1.0,1.0,4.0,0.0,0.93,1.0
34.0,0.0,1.0,3.0,1.0,2.23,1.0
26.0,1.0,1.0,0.0,1.0,0.83,0.0
26.0,0.0,1.0,1.0,0.0,57.17,1.0
22.0,0.0,1.0,2.0,0.0,13.71,0.0
49.0,1.0,1.0,4.0,0.0,5.66,0.0
36.0,1.0,1.0,0.0,0.0,37.26,1.0
33.0,0.0,1.0,7.0,0.0,0.84,1.0
39.0,0.0,1.0,0.0,1.0,0.91,0.0
21.0,1.0,1.0,2.0,0.0,2.09,0.0
20.0,0.0,1.0,2.0,0.0,33.15,1.0
35.0,0.0,0.0,4.0,0.0,2.02,0.0
30.0,0.0,1.0,4.0,1.0,1.12,0.0
26.0,0.0,1.0,0.0,0.0,0.88,0.0
31.0,0.0,0.0,2.0,0.0,176.14,1.0
37.0,0.0,1.0,3.0,1.0,1.08,0.0
29.0,0.0,1.0,7.0,1.0,8.68,1.0
56.0,1.0,1.0,7.0,0.0,0.61,1.0
40.0,0.0,0.0,2.0,0.0,1.12,0.0
20.0,0.0,1.0,0.0,0.0,0.77,0.0
33.0,1.0,1.0,1.0,0.0,3.22,0.0
28.0,0.0,1.0,8.0,0.0,3.46,1.0
21.0,0.0,1.0,1.0,0.0,0.88,0.0
47.0,1.0,1.0,0.0,1.0,0.98,0.0
27.0,1.0,1.0,0.0,1.0,1.71,0.0
37.0,0.0,1.0,23.0,0.0,1.88,1.0
20.0,0.0,1.0,1.0,0.0,1.13,1.0
27.0,0.0,1.0,10.0,0.0,1.25,1.0
32.0,0.0,1.0,4.0,0.0,1.09,1.0
22.0,0.0,1.0,0.0,0.0,-0.15,0.0
23.0,0.0,1.0,1.0,0.0,3.82,1.0
28.0,0.0,1.0,14.0,0.0,0.91,1.0
52.0,1.0,1.0,1.0,0.0,24.91,0.0
25.0,0.0,1.0,1.0,1.0,1.0,0.0
34.0,1.0,1.0,2.0,0.0,2.64,0.0
55.0,1.0,1.0,1.0,0.0,1.14,1.0
22.0,1.0,1.0,1.0,1.0,8.97,0.0
34.0,1.0,1.0,1.0,0.0,51.13,0.0
21.0,1.0,1.0,2.0,0.0,1.01,1.0
29.0,0.0,1.0,4.0,0.0,8.22,1.0
33.0,0.0,0.0,1.0,0.0,1.01,0.0
24.0,1.0,1.0,0.0,0.0,0.22,0.0
32.0,0.0,1.0,9.0,1.0,23.02,1.0
20.0,1.0,1.0,0.0,0.0,0.29,0.0
48.0,1.0,1.0,3.0,0.0,0.23,0.0
34.0,1.0,1.0,3.0,1.0,0.95,0.0
28.0,0.0,1.0,7.0,1.0,0.78,0.0
57.0,1.0,1.0,1.0,0.0,17.16,0.0
48.0,1.0,1.0,0.0,0.0,68.07,1.0
23.0,0.0,1.0,0.0,0.0,3.85,0.0
28.0,1.0,1.0,2.0,0.0,0.57,0.0
24.0,0.0,1.0,0.0,1.0,0.87,0.0
33.0,1.0,1.0,0.0,1.0,0.1,1.0
78.0,1.0,1.0,1.0,1.0,0.86,1.0
53.0,0.0,1.0,0.0,1.0,1.38,1.0
22.0,0.0,1.0,5.0,0.0,19.12,1.0
49.0,0.0,0.0,1.0,0.0,0.84,0.0
21.0,0.0,1.0,0.0,0.0,1.07,0.0
29.0,0.0,1.0,8.0,1.0,5.11,0.0
41.0,0.0,1.0,0.0,1.0,0.95,0.0
39.0,1.0,1.0,2.0,1.0,2.85,0.0
32.0,0.0,0.0,3.0,0.0,30.36,0.0
27.0,0.0,1.0,3.0,0.0,9.04,1.0
21.0,0.0,1.0,0.0,0.0,0.95,1.0
22.0,0.0,1.0,0.0,0.0,1.11,0.0
21.0,1.0,1.0,0.0,0.0,0.75,1.0
26.0,1.0,0.0,3.0,1.0,0.76,0.0
31.0,1.0,0.0,2.0,0.0,27.18,1.0
21.0,0.0,0.0,0.0,0.0,1.16,1.0
31.0,1.0,1.0,2.0,1.0,0.23,0.0
32.0,1.0,1.0,0.0,1.0,17.94,1.0
43.0,0.0,1.0,8.0,0.0,1.15,1.0
48.0,0.0,1.0,14.0,0.0,142.31,1.0
33.0,0.0,1.0,0.0,0.0,0.97,1.0
24.0,0.0,0.0,4.0,0.0,2.16,1.0
44.0,0.0,1.0,0.0,0.0,1.17,0.0
36.0,0.0,1.0,2.0,0.0,0.76,0.0
42.0,1.0,0.0,4.0,0.0,4.86,1.0
24.0,1.0,1.0,3.0,0.0,17.94,1.0
49.0,1.0,1.0,0.0,1.0,-0.41,0.0
43.0,0.0,1.0,0.0,1.0,0.15,0.0
31.0,0.0,0.0,4.0,0.0,0.79,0.0
29.0,0.0,1.0,2.0,1.0,0.72,0.0
33.0,0.0,1.0,5.0,0.0,-0.23,0.0
33.0,1.0,0.0,0.0,1.0,0.91,1.0
28.0,0.0,1.0,7.0,0.0,1.88,1.0
18.0,0.0,1.0,4.0,0.0,23.63,1.0
25.0,1.0,1.0,5.0,0.0,1.71,1.0
32.0,0.0,1.0,24.0,0.0,2.89,1.0
46.0,0.0,1.0,3.0,0.0,1.95,0.0
22.0,0.0,1.0,3.0,0.0,214.34,1.0
46.0,0.0,1.0,2.0,0.0,64.63,1.0
34.0,0.0,1.0,0.0,0.0,10.08,1.0
42.0,1.0,0.0,0.0,1.0,0.23,0.0
23.0,1.0,1.0,1.0,1.0,9.97,0.0
47.0,0.0,1.0,0.0,1.0,0.96,1.0
37.0,0.0,1.0,3.0,1.0,0.83,0.0
39.0,1.0,1.0,0.0,1.0,1.23,0.0
29.0,0.0,1.0,0.0,0.0,0.57,1.0
22.0,1.0,1.0,3.0,0.0,2.3,1.0
33.0,0.0,1.0,2.0,1.0,0.41,0.0
27.0,0.0,0.0,0.0,0.0,0.82,0.0
27.0,1.0,1.0,1.0,0.0,1.07,0.0
38.0,1.0,1.0,2.0,0.0,7.73,1.0
50.0,0.0,1.0,0.0,0.0,2.02,0.0
29.0,0.0,1.0,0.0,0.0,1.33,1.0
40.0,1.0,1.0,3.0,0.0,1.23,0.0
31.0,0.0,1.0,9.0,0.0,0.28,1.0
40.0,1.0,1.0,4.0,0.0,33.19,1.0
57.0,1.0,1.0,2.0,0.0,9.15,0.0
32.0,0.0,1.0,1.0,0.0,1.83,1.0
26.0,0.0,1.0,3.0,0.0,33.05,0.0
31.0,1.0,1.0,6.0,1.0,1.21,0.0
24.0,0.0,1.0,12.0,1.0,17.12,0.0
28.0,0.0,0.0,0.0,0.0,0.65,0.0
52.0,1.0,1.0,4.0,0.0,7.03,1.0
41.0,0.0,1.0,4.0,1.0,-0.46,1.0
35.0,0.0,1.0,1.0,1.0,9.17,0.0
36.0,0.0,1.0,2.0,0.0,0.89,0.0
26.0,0.0,1.0,0.0,1.0,0.56,1.0
21.0,1.0,1.0,0.0,1.0,0.59,0.0
34.0,0.0,1.0,5.0,0.0,0.29,0.0
54.0,0.0,0.0,6.0,0.0,1.3,0.0
31.0,1.0,1.0,1.0,1.0,-0.06,0.0
41.0,1.0,1.0,3.0,1.0,0.82,0.0
24.0,0.0,1.0,0.0,0.0,-0.2,0.0
34.0,1.0,1.0,4.0,0.0,1.03,1.0
52.0,0.0,1.0,2.0,0.0,33.14,1.0
40.0,0.0,1.0,5.0,0.0,55.14,1.0
28.0,1.0,1.0,1.0,0.0,1.23,1.0
27.0,0.0,1.0,0.0,1.0,1.1,0.0
36.0,1.0,1.0,0.0,0.0,0.93,0.0
52.0,0.0,0.0,2.0,0.0,1.08,1.0
55.0,1.0,1.0,0.0,1.0,2.25,0.0
31.0,1.0,0.0,1.0,0.0,0.64,0.0
41.0,0.0,1.0,6.0,0.0,6.07,0.0
31.0,0.0,1.0,9.0,1.0,27.04,1.0
28.0,0.0,1.0,6.0,1.0,0.69,1.0
24.0,0.0,1.0,7.0,0.0,68.14,1.0
33.0,0.0,1.0,4.0,0.0,-0.18,0.0
69.0,1.0,1.0,0.0,1.0,0.84,1.0
26.0,0.0,1.0,1.0,1.0,29.91,1.0
30.0,0.0,0.0,1.0,1.0,2.02,0.0
21.0,1.0,1.0,0.0,1.0,1.02,0.0
56.0,1.0,1.0,2.0,0.0,2.98,0.0
43.0,0.0,1.0,2.0,1.0,2.09,0.0
29.0,0.0,1.0,4.0,1.0,0.99,0.0
21.0,1.0,1.0,0.0,0.0,-0.01,1.0
24.0,1.0,0.0,0.0,1.0,0.2,0.0
29.0,0.0,1.0,10.0,0.0,0.81,1.0
40.0,0.0,1.0,1.0,0.0,1.84,0.0
24.0,0.0,1.0,15.0,0.0,2.07,1.0
49.0,0.0,1.0,1.0,1.0,10.32,0.0
45.0,1.0,1.0,0.0,0.0,1.04,0.0
23.0,1.0,1.0,2.0,0.0,15.15,1.0
29.0,0.0,0.0,0.0,0.0,1.83,0.0
54.0,1.0,1.0,0.0,0.0,0.35,0.0
31.0,0.0,1.0,0.0,1.0,21.83,0.0
59.0,0.0,1.0,22.0,0.0,69.24,1.0
28.0,0.0,1.0,11.0,0.0,1.68,1.0
32.0,0.0,1.0,9.0,0.0,0.8,0.0
32.0,0.0,1.0,0.0,1.0,0.91,0.0
51.0,0.0,1.0,12.0,0.0,0.67,1.0
36.0,0.0,1.0,0.0,0.0,0.86,0.0
24.0,0.0,1.0,0.0,0.0,2.14,0.0
27.0,0.0,1.0,0.0,0.0,0.97,0.0
57.0,0.0,1.0,0.0,0.0,1.06,0.0
45.0,1.0,1.0,2.0,1.0,2.98,0.0
28.0,0.0,1.0,1.0,0.0,0.33,1.0
27.0,0.0,1.0,3.0,0.0,12.22,0.0
32.0,0.0,1.0,5.0,0.0,9.2,0.0
21.0,0.0,1.0,1.0,1.0,0.98,1.0
20.0,1.0,1.0,0.0,0.0,3.77,1.0
27.0,1.0,1.0,5.0,0.0,0.89,0.0
38.0,0.0,0.0,0.0,1.0,1.0,0.0
28.0,1.0,1.0,0.0,1.0,13.22,0.0
23.0,1.0,1.0,0.0,1.0,0.71,0.0
32.0,0.0,1.0,11.0,1.0,1.76,1.0
29.0,1.0,0.0,0.0,1.0,1.91,0.0
30.0,0.0,1.0,1.0,0.0,83.71,0.0
43.0,1.0,0.0,3.0,1.0,1.0,1.0
53.0,1.0,1.0,8.0,1.0,4.09,1.0
48.0,1.0,1.0,0.0,1.0,1.12,0.0
40.0,1.0,1.0,2.0,1.0,1.78,0.0
35.0,0.0,0.0,5.0,0.0,0.88,0.0
28.0,0.0,1.0,1.0,1.0,1.07,0.0
35.0,0.0,1.0,14.0,1.0,0.87,1.0
34.0,0.0,1.0,4.0,0.0,0.99,1.0
46.0,1.0,1.0,4.0,0.0,1.23,0.0
30.0,1.0,1.0,0.0,1.0,-0.13,0.0
33.0,1.0,1.0,5.0,0.0,119.27,1.0
31.0,1.0,1.0,0.0,0.0,2.27,0.0
26.0,0.0,0.0,2.0,1.0,0.76,1.0
50.0,0.0,1.0,12.0,0.0,1.0,1.0
60.0,1.0,0.0,9.0,0.0,384.72,1.0
34.0,0.0,1.0,5.0,0.0,5.14,1.0
39.0,1.0,1.0,17.0,0.0,181.07,1.0
67.0,1.0,1.0,2.0,1.0,0.29,1.0
26.0,0.0,1.0,0.0,1.0,0.89,0.0
65.0,1.0,0.0,0.0,1.0,1.03,0.0
46.0,0.0,1.0,0.0,0.0,0.21,1.0
39.0,1.0,1.0,3.0,0.0,0.26,0.0
31.0,1.0,1.0,1.0,0.0,32.95,1.0
25.0,1.0,1.0,7.0,0.0,43.18,1.0
44.0,1.0,1.0,2.0,1.0,-0.02,1.0
25.0,0.0,1.0,0.0,1.0,1.61,0.0
45.0,1.0,1.0,2.0,0.0,0.79,0.0
66.0,1.0,1.0,0.0,1.0,1.96,0.0
39.0,0.0,1.0,19.0,0.0,179.95,1.0
29.0,0.0,1.0,5.0,0.0,0.24,1.0
23.0,1.0,1.0,0.0,0.0,1.05,0.0
25.0,1.0,1.0,1.0,1.0,42.26,0.0
21.0,0.0,1.0,3.0,0.0,-0.23,1.0
31.0,1.0,1.0,0.0,0.0,2.73,0.0
43.0,0.0,0.0,2.0,1.0,16.96,0.0
28.0,0.0,1.0,8.0,0.0,3.0,1.0
22.0,1.0,1.0,1.0,0.0,1.16,1.0
21.0,0.0,1.0,3.0,0.0,9.86,1.0
36.0,1.0,1.0,12.0,0.0,13.3,0.0
24.0,0.0,1.0,2.0,1.0,33.01,1.0
27.0,0.0,1.0,1.0,0.0,8.02,0.0
21.0,0.0,1.0,0.0,0.0,0.76,0.0
24.0,1.0,0.0,1.0,1.0,0.74,0.0
25.0,0.0,1.0,0.0,0.0,9.99,1.0
29.0,0.0,1.0,0.0,1.0,1.15,0.0
25.0,0.0,1.0,1.0,1.0,0.83,1.0
38.0,1.0,0.0,0.0,0.0,2.66,0.0
26.0,0.0,0.0,0.0,0.0,0.93,0.0
25.0,0.0,1.0,1.0,0.0,28.95,1.0
37.0,1.0,1.0,0.0,0.0,0.96,0.0
22.0,0.0,1.0,3.0,0.0,106.16,0.0
31.0,0.0,0.0,9.0,0.0,0.68,1.0
44.0,1.0,1.0,6.0,0.0,118.86,1.0
32.0,1.0,1.0,5.0,0.0,65.06,1.0
35.0,0.0,1.0,1.0,0.0,0.52,0.0
29.0,0.0,1.0,5.0,0.0,3.23,1.0
34.0,1.0,1.0,0.0,0.0,0.91,0.0
25.0,0.0,1.0,0.0,0.0,0.81,0.0
30.0,1.0,1.0,0.0,0.0,37.1,1.0
31.0,1.0,1.0,6.0,1.0,0.22,1.0
33.0,0.0,1.0,2.0,1.0,1.1,0.0
28.0,1.0,1.0,2.0,1.0,13.12,0.0
19.0,0.0,1.0,0.0,0.0,0.74,1.0
24.0,0.0,1.0,0.0,1.0,0.97,1.0
27.0,0.0,1.0,1.0,0.0,0.93,1.0
54.0,0.0,1.0,4.0,0.0,3.07,1.0
41.0,0.0,1.0,12.0,0.0,0.22,1.0
25.0,0.0,1.0,5.0,1.0,0.91,1.0
39.0,1.0,0.0,1.0,0.0,106.87,0.0
30.0,0.0,1.0,0.0,0.0,1.01,0.0
50.0,1.0,1.0,0.0,0.0,30.22,0.0
20.0,0.0,1.0,1.0,0.0,1.98,1.0
26.0,0.0,1.0,6.0,1.0,10.29,0.0
30.0,1.0,1.0,3.0,0.0,25.93,0.0
43.0,1.0,1.0,4.0,1.0,2.31,0.0
20.0,1.0,0.0,0.0,0.0,0.31,1.0
34.0,0.0,1.0,5.0,0.0,0.96,1.0
41.0,0.0,1.0,1.0,0.0,2.83,0.0
29.0,1.0,1.0,1.0,1.0,43.12,0.0
21.0,0.0,0.0,4.0,1.0,0.72,1.0
39.0,1.0,1.0,0.0,1.0,1.8,0.0
30.0,1.0,1.0,2.0,1.0,0.99,1.0
50.0,1.0,1.0,3.0,0.0,11.89,0.0
50.0,0.0,0.0,7.0,1.0,1.08,0.0
28.0,0.0,0.0,0.0,1.0,0.94,0.0
31.0,1.0,1.0,3.0,0.0,1.31,1.0
29.0,0.0,1.0,3.0,0.0,0.96,1.0
59.0,1.0,1.0,1.0,0.0,0.33,1.0
55.0,0.0,1.0,5.0,0.0,118.99,1.0
44.0,1.0,1.0,0.0,0.0,11.8,0.0
25.0,0.0,1.0,5.0,0.0,54.22,1.0
29.0,1.0,1.0,12.0,1.0,39.12,1.0
26.0,0.0,0.0,5.0,0.0,33.74,1.0
42.0,1.0,0.0,0.0,0.0,1.65,0.0
50.0,0.0,1.0,7.0,0.0,0.75,0.0
34.0,0.0,1.0,3.0,0.0,0.71,0.0
23.0,1.0,1.0,6.0,0.0,0.63,1.0
27.0,0.0,1.0,6.0,0.0,10.01,1.0
41.0,0.0,1.0,13.0,0.0,0.66,1.0
24.0,0.0,1.0,8.0,0.0,0.89,1.0
25.0,0.0,0.0,4.0,0.0,1.2,0.0
26.0,0.0,1.0,0.0,0.0,2.97,0.0
23.0,1.0,0.0,4.0,1.0,133.24,1.0
27.0,0.0,1.0,15.0,0.0,1.15,1.0
46.0,1.0,1.0,3.0,0.0,14.22,0.0
29.0,0.0,1.0,7.0,0.0,2.25,0.0
21.0,0.0,1.0,0.0,0.0,1.81,1.0
22.0,0.0,0.0,0.0,1.0,0.26,1.0
38.0,0.0,1.0,5.0,1.0,5.62,0.0
21.0,1.0,1.0,0.0,0.0,4.14,1.0
40.0,1.0,0.0,0.0,1.0,2.77,0.0
45.0,1.0,1.0,19.0,0.0,1.92,1.0
42.0,0.0,1.0,9.0,0.0,0.18,1.0
51.0,1.0,1.0,0.0,1.0,0.01,0.0
